Datetime,Solar generation (MWh)
02/3/2019 17H,5706
02/3/2019 18H,7188
02/3/2019 19H,7449
02/3/2019 20H,7223
02/3/2019 21H,7535
02/3/2019 22H,6625
02/3/2019 23H,5842
02/4/2019 00H,3373
02/4/2019 01H,299
02/4/2019 02H,188
02/4/2019 03H,5
02/4/2019 04H,5
02/4/2019 05H,5
02/4/2019 06H,5
02/4/2019 07H,5
02/4/2019 08H,5
02/4/2019 09H,5
02/4/2019 10H,5
02/4/2019 11H,5
02/4/2019 12H,5
02/4/2019 13H,5
02/4/2019 14H,5
02/4/2019 15H,235
02/4/2019 16H,2513
02/4/2019 17H,5194
02/4/2019 18H,6286
02/4/2019 19H,5958
02/4/2019 20H,7141
02/4/2019 21H,6119
02/4/2019 22H,6238
02/4/2019 23H,5388
02/5/2019 00H,2791
02/5/2019 01H,362
02/5/2019 02H,191
02/5/2019 03H,5
02/5/2019 04H,5
02/5/2019 05H,5
02/5/2019 06H,5
02/5/2019 07H,5
02/5/2019 08H,5
02/5/2019 09H,5
02/5/2019 10H,5
02/5/2019 11H,5
02/5/2019 12H,5
02/5/2019 13H,5
02/5/2019 14H,5
02/5/2019 15H,249
02/5/2019 16H,3408
02/5/2019 17H,6339
02/5/2019 18H,6656
02/5/2019 19H,6862
02/5/2019 20H,6225
02/5/2019 21H,6883
02/5/2019 22H,5774
02/5/2019 23H,3945
02/6/2019 00H,2688
02/6/2019 01H,385
02/6/2019 02H,182
02/6/2019 03H,4
02/6/2019 04H,4
02/6/2019 05H,4
02/6/2019 06H,4
02/6/2019 07H,4
02/6/2019 08H,4
02/6/2019 09H,4
02/6/2019 10H,4
02/6/2019 11H,4
02/6/2019 12H,4
02/6/2019 13H,4
02/6/2019 14H,4
02/6/2019 15H,493
02/6/2019 16H,5264
02/6/2019 17H,7969
02/6/2019 18H,8700
02/6/2019 19H,8774
02/6/2019 20H,8385
02/6/2019 21H,8260
02/6/2019 22H,8369
02/6/2019 23H,7453
02/7/2019 00H,5147
02/7/2019 01H,640
02/7/2019 02H,387
02/7/2019 03H,4
02/7/2019 04H,4
02/7/2019 05H,4
02/7/2019 06H,4
02/7/2019 07H,4
02/7/2019 08H,4
02/7/2019 09H,4
02/7/2019 10H,4
02/7/2019 11H,4
02/7/2019 12H,4
02/7/2019 13H,4
02/7/2019 14H,4
02/7/2019 15H,580
02/7/2019 16H,5428
02/7/2019 17H,9224
02/7/2019 18H,10149
02/7/2019 19H,9636
02/7/2019 20H,9851
02/7/2019 21H,10025
02/7/2019 22H,9684
02/7/2019 23H,8826
02/8/2019 00H,6163
02/8/2019 01H,808
02/8/2019 02H,549
02/8/2019 03H,5
02/8/2019 04H,5
02/8/2019 05H,5
02/8/2019 06H,5
02/8/2019 07H,5
02/8/2019 08H,5
02/8/2019 09H,5
02/8/2019 10H,5
02/8/2019 11H,5
02/8/2019 12H,5
02/8/2019 13H,5
02/8/2019 14H,5
02/8/2019 15H,627
02/8/2019 16H,5514
02/8/2019 17H,9237
02/8/2019 18H,9895
02/8/2019 19H,9968
02/8/2019 20H,9828
02/8/2019 21H,9768
02/8/2019 22H,9087
02/8/2019 23H,7885
02/9/2019 00H,5119
02/9/2019 01H,588
02/9/2019 02H,351
02/9/2019 03H,5
02/9/2019 04H,5
02/9/2019 05H,5
02/9/2019 06H,5
02/9/2019 07H,5
02/9/2019 08H,5
02/9/2019 09H,5
02/9/2019 10H,5
02/9/2019 11H,5
02/9/2019 12H,5
02/9/2019 13H,5
02/9/2019 14H,5
02/9/2019 15H,134
02/9/2019 16H,2783
02/9/2019 17H,4801
02/9/2019 18H,6483
02/9/2019 19H,7083
02/9/2019 20H,7405
02/9/2019 21H,7377
02/9/2019 22H,7181
02/9/2019 23H,6690
02/10/2019 00H,4113
02/10/2019 01H,614
02/10/2019 02H,377
02/10/2019 03H,5
02/10/2019 04H,5
02/10/2019 05H,5
02/10/2019 06H,5
02/10/2019 07H,5
02/10/2019 08H,5
02/10/2019 09H,5
02/10/2019 10H,5
02/10/2019 11H,5
02/10/2019 12H,5
02/10/2019 13H,5
02/10/2019 14H,5
02/10/2019 15H,579
02/10/2019 16H,4146
02/10/2019 17H,6030
02/10/2019 18H,6958
02/10/2019 19H,7650
02/10/2019 20H,7979
02/10/2019 21H,7448
02/10/2019 22H,6447
02/10/2019 23H,5707
02/11/2019 00H,3712
02/11/2019 01H,590
02/11/2019 02H,365
02/11/2019 03H,5
02/11/2019 04H,5
02/11/2019 05H,5
02/11/2019 06H,5
02/11/2019 07H,5
02/11/2019 08H,5
02/11/2019 09H,5
02/11/2019 10H,5
02/11/2019 11H,5
02/11/2019 12H,5
02/11/2019 13H,5
02/11/2019 14H,5
02/11/2019 15H,733
02/11/2019 16H,5932
02/11/2019 17H,9277
02/11/2019 18H,10224
02/11/2019 19H,9960
02/11/2019 20H,10083
02/11/2019 21H,10051
02/11/2019 22H,9912
02/11/2019 23H,9431
02/12/2019 00H,6805
02/12/2019 01H,1187
02/12/2019 02H,163
02/12/2019 03H,155
02/12/2019 04H,155
02/12/2019 05H,4
02/12/2019 06H,4
02/12/2019 07H,4
02/12/2019 08H,4
02/12/2019 09H,4
02/12/2019 10H,4
02/12/2019 11H,4
02/12/2019 12H,4
02/12/2019 13H,4
02/12/2019 14H,4
02/12/2019 15H,788
02/12/2019 16H,4664
02/12/2019 17H,7123
02/12/2019 18H,7752
02/12/2019 19H,8012
02/12/2019 20H,7706
02/12/2019 21H,6951
02/12/2019 22H,5743
02/12/2019 23H,3430
02/13/2019 00H,1859
02/13/2019 01H,388
02/13/2019 02H,139
02/13/2019 03H,135
02/13/2019 04H,2
02/13/2019 05H,2
02/13/2019 06H,2
02/13/2019 07H,2
02/13/2019 08H,2
02/13/2019 09H,1
02/13/2019 10H,2
02/13/2019 11H,2
02/13/2019 12H,2
02/13/2019 13H,2
02/13/2019 14H,2
02/13/2019 15H,75
02/13/2019 16H,754
02/13/2019 17H,1850
02/13/2019 18H,2793
02/13/2019 19H,2954
02/13/2019 20H,3686
02/13/2019 21H,3082
02/13/2019 22H,2637
02/13/2019 23H,1829
02/14/2019 00H,946
02/14/2019 01H,155
02/14/2019 02H,81
02/14/2019 03H,2
02/14/2019 04H,2
02/14/2019 05H,2
02/14/2019 06H,3
02/14/2019 07H,3
02/14/2019 08H,3
02/14/2019 09H,2
02/14/2019 10H,2
02/14/2019 11H,2
02/14/2019 12H,2
02/14/2019 13H,2
02/14/2019 14H,2
02/14/2019 15H,41
02/14/2019 16H,366
02/14/2019 17H,949
02/14/2019 18H,1906
02/14/2019 19H,3004
02/14/2019 20H,2950
02/14/2019 21H,3408
02/14/2019 22H,3746
02/14/2019 23H,3235
02/15/2019 00H,1994
02/15/2019 01H,486
02/15/2019 02H,358
02/15/2019 03H,1
02/15/2019 04H,2
02/15/2019 05H,3
02/15/2019 06H,2
02/15/2019 07H,3
02/15/2019 08H,3
02/15/2019 09H,3
02/15/2019 10H,3
02/15/2019 11H,3
02/15/2019 12H,3
02/15/2019 13H,3
02/15/2019 14H,3
02/15/2019 15H,357
02/15/2019 16H,2216
02/15/2019 17H,3700
02/15/2019 18H,5505
02/15/2019 19H,5417
02/15/2019 20H,6453
02/15/2019 21H,5750
02/15/2019 22H,5692
02/15/2019 23H,3807
02/16/2019 00H,2492
02/16/2019 01H,339
02/16/2019 02H,185
02/16/2019 03H,2
02/16/2019 04H,2
02/16/2019 05H,2
02/16/2019 06H,2
02/16/2019 07H,2
02/16/2019 08H,3
02/16/2019 09H,3
02/16/2019 10H,3
02/16/2019 11H,2
02/16/2019 12H,2
02/16/2019 13H,2
02/16/2019 14H,2
02/16/2019 15H,805
02/16/2019 16H,5087
02/16/2019 17H,7753
02/16/2019 18H,8769
02/16/2019 19H,7357
02/16/2019 20H,7217
02/16/2019 21H,7188
02/16/2019 22H,7393
02/16/2019 23H,7373
02/17/2019 00H,5495
02/17/2019 01H,864
02/17/2019 02H,528
02/17/2019 03H,3
02/17/2019 04H,3
02/17/2019 05H,3
02/17/2019 06H,4
02/17/2019 07H,3
02/17/2019 08H,4
02/17/2019 09H,4
02/17/2019 10H,3
02/17/2019 11H,3
02/17/2019 12H,3
02/17/2019 13H,3
02/17/2019 14H,3
02/17/2019 15H,905
02/17/2019 16H,4370
02/17/2019 17H,7148
02/17/2019 18H,8075
02/17/2019 19H,7741
02/17/2019 20H,7419
02/17/2019 21H,7074
02/17/2019 22H,6393
02/17/2019 23H,6896
02/18/2019 00H,4525
02/18/2019 01H,762
02/18/2019 02H,447
02/18/2019 03H,3
02/18/2019 04H,3
02/18/2019 05H,3
02/18/2019 06H,3
02/18/2019 07H,3
02/18/2019 08H,4
02/18/2019 09H,3
02/18/2019 10H,3
02/18/2019 11H,3
02/18/2019 12H,3
02/18/2019 13H,3
02/18/2019 14H,3
02/18/2019 15H,819
02/18/2019 16H,5611
02/18/2019 17H,8716
02/18/2019 18H,10055
02/18/2019 19H,10070
02/18/2019 20H,9582
02/18/2019 21H,9207
02/18/2019 22H,8795
02/18/2019 23H,8024
02/19/2019 00H,5959
02/19/2019 01H,1305
02/19/2019 02H,938
02/19/2019 03H,3
02/19/2019 04H,3
02/19/2019 05H,3
02/19/2019 06H,3
02/19/2019 07H,3
02/19/2019 08H,3
02/19/2019 09H,3
02/19/2019 10H,3
02/19/2019 11H,3
02/19/2019 12H,3
02/19/2019 13H,3
02/19/2019 14H,3
02/19/2019 15H,1274
02/19/2019 16H,6725
02/19/2019 17H,9782
02/19/2019 18H,10971
02/19/2019 19H,10518
02/19/2019 20H,10420
02/19/2019 21H,10620
02/19/2019 22H,10702
02/19/2019 23H,9765
02/20/2019 00H,7247
02/20/2019 01H,1715
02/20/2019 02H,197
02/20/2019 03H,173
02/20/2019 04H,3
02/20/2019 05H,4
02/20/2019 06H,3
02/20/2019 07H,3
02/20/2019 08H,3
02/20/2019 09H,3
02/20/2019 10H,4
02/20/2019 11H,3
02/20/2019 12H,3
02/20/2019 13H,3
02/20/2019 14H,3
02/20/2019 15H,869
02/20/2019 16H,5007
02/20/2019 17H,5648
02/20/2019 18H,7716
02/20/2019 19H,8616
02/20/2019 20H,8020
02/20/2019 21H,5981
02/20/2019 22H,4120
02/20/2019 23H,3233
02/21/2019 00H,2488
02/21/2019 01H,619
02/21/2019 02H,368
02/21/2019 03H,5
02/21/2019 04H,5
02/21/2019 05H,5
02/21/2019 06H,4
02/21/2019 07H,4
02/21/2019 08H,4
02/21/2019 09H,4
02/21/2019 10H,3
02/21/2019 11H,3
02/21/2019 12H,3
02/21/2019 13H,3
02/21/2019 14H,3
02/21/2019 15H,217
02/21/2019 16H,1781
02/21/2019 17H,3743
02/21/2019 18H,5618
02/21/2019 19H,5042
02/21/2019 20H,5641
02/21/2019 21H,6231
02/21/2019 22H,5991
02/21/2019 23H,4399
02/22/2019 00H,3163
02/22/2019 01H,944
02/22/2019 02H,785
02/22/2019 03H,4
02/22/2019 04H,4
02/22/2019 05H,5
02/22/2019 06H,4
02/22/2019 07H,3
02/22/2019 08H,3
02/22/2019 09H,2
02/22/2019 10H,2
02/22/2019 11H,2
02/22/2019 12H,2
02/22/2019 13H,2
02/22/2019 14H,3
02/22/2019 15H,1009
02/22/2019 16H,5934
02/22/2019 17H,9320
02/22/2019 18H,9990
02/22/2019 19H,10465
02/22/2019 20H,10038
02/22/2019 21H,10472
02/22/2019 22H,10207
02/22/2019 23H,9325
02/23/2019 00H,6740
02/23/2019 01H,1930
02/23/2019 02H,40
02/23/2019 03H,11
02/23/2019 04H,11
02/23/2019 05H,14
02/23/2019 06H,15
02/23/2019 07H,14
02/23/2019 08H,16
02/23/2019 09H,14
02/23/2019 10H,15
02/23/2019 11H,15
02/23/2019 12H,16
02/23/2019 13H,14
02/23/2019 14H,14
02/23/2019 15H,1636
02/23/2019 16H,7025
02/23/2019 17H,9863
02/23/2019 18H,10907
02/23/2019 19H,10595
02/23/2019 20H,10470
02/23/2019 21H,10326
02/23/2019 22H,9273
02/23/2019 23H,7105
02/24/2019 00H,5004
02/24/2019 01H,986
02/24/2019 02H,30
02/24/2019 03H,7
02/24/2019 04H,15
02/24/2019 05H,17
02/24/2019 06H,18
02/24/2019 07H,19
02/24/2019 08H,19
02/24/2019 09H,6
02/24/2019 10H,6
02/24/2019 11H,5
02/24/2019 12H,5
02/24/2019 13H,5
02/24/2019 14H,5
02/24/2019 15H,1208
02/24/2019 16H,5895
02/24/2019 17H,8709
02/24/2019 18H,9744
02/24/2019 19H,9793
02/24/2019 20H,9422
02/24/2019 21H,9264
02/24/2019 22H,9282
02/24/2019 23H,8185
02/25/2019 00H,6810
02/25/2019 01H,1711
02/25/2019 02H,159
02/25/2019 03H,135
02/25/2019 04H,137
02/25/2019 05H,4
02/25/2019 06H,4
02/25/2019 07H,4
02/25/2019 08H,4
02/25/2019 09H,4
02/25/2019 10H,4
02/25/2019 11H,4
02/25/2019 12H,4
02/25/2019 13H,4
02/25/2019 14H,4
02/25/2019 15H,883
02/25/2019 16H,5918
02/25/2019 17H,8805
02/25/2019 18H,9983
02/25/2019 19H,9840
02/25/2019 20H,9496
02/25/2019 21H,9612
02/25/2019 22H,9627
02/25/2019 23H,8902
02/26/2019 00H,6623
02/26/2019 01H,1826
02/26/2019 02H,42
02/26/2019 03H,26
02/26/2019 04H,26
02/26/2019 05H,3
02/26/2019 06H,3
02/26/2019 07H,3
02/26/2019 08H,3
02/26/2019 09H,3
02/26/2019 10H,3
02/26/2019 11H,3
02/26/2019 12H,3
02/26/2019 13H,3
02/26/2019 14H,3
02/26/2019 15H,1609
02/26/2019 16H,5799
02/26/2019 17H,7833
02/26/2019 18H,8362
02/26/2019 19H,8465
02/26/2019 20H,6520
02/26/2019 21H,5789
02/26/2019 22H,4674
02/26/2019 23H,3227
02/27/2019 00H,1481
02/27/2019 01H,420
02/27/2019 02H,30
02/27/2019 03H,23
02/27/2019 04H,4
02/27/2019 05H,4
02/27/2019 06H,4
02/27/2019 07H,4
02/27/2019 08H,4
02/27/2019 09H,4
02/27/2019 10H,4
02/27/2019 11H,4
02/27/2019 12H,4
02/27/2019 13H,4
02/27/2019 14H,4
02/27/2019 15H,744
02/27/2019 16H,4161
02/27/2019 17H,5381
02/27/2019 18H,7292
02/27/2019 19H,7222
02/27/2019 20H,7630
02/27/2019 21H,7588
02/27/2019 22H,6182
02/27/2019 23H,5610
02/28/2019 00H,5118
02/28/2019 01H,1517
02/28/2019 02H,1238
02/28/2019 03H,3
02/28/2019 04H,3
02/28/2019 05H,3
02/28/2019 06H,3
02/28/2019 07H,3
02/28/2019 08H,3
02/28/2019 09H,3
02/28/2019 10H,3
02/28/2019 11H,3
02/28/2019 12H,3
02/28/2019 13H,3
02/28/2019 14H,3
02/28/2019 15H,1535
02/28/2019 16H,5687
02/28/2019 17H,7860
02/28/2019 18H,9176
02/28/2019 19H,8209
02/28/2019 20H,8416
02/28/2019 21H,7665
02/28/2019 22H,7301
02/28/2019 23H,6615
03/1/2019 00H,5710
03/1/2019 01H,1550
03/1/2019 02H,1145
03/1/2019 03H,9
03/1/2019 04H,9
03/1/2019 05H,7
03/1/2019 06H,9
03/1/2019 07H,7
03/1/2019 08H,9
03/1/2019 09H,8
03/1/2019 10H,5
03/1/2019 11H,3
03/1/2019 12H,3
03/1/2019 13H,3
03/1/2019 14H,3
03/1/2019 15H,637
03/1/2019 16H,3336
03/1/2019 17H,6506
03/1/2019 18H,7708
03/1/2019 19H,7553
03/1/2019 20H,6934
03/1/2019 21H,5471
03/1/2019 22H,4693
03/1/2019 23H,3559
03/2/2019 00H,2365
03/2/2019 01H,427
03/2/2019 02H,347
03/2/2019 03H,4
03/2/2019 04H,4
03/2/2019 05H,5
03/2/2019 06H,5
03/2/2019 07H,5
03/2/2019 08H,5
03/2/2019 09H,5
03/2/2019 10H,5
03/2/2019 11H,5
03/2/2019 12H,5
03/2/2019 13H,5
03/2/2019 14H,5
03/2/2019 15H,416
03/2/2019 16H,1908
03/2/2019 17H,4161
03/2/2019 18H,5789
03/2/2019 19H,6996
03/2/2019 20H,7026
03/2/2019 21H,6734
03/2/2019 22H,7441
03/2/2019 23H,7217
03/3/2019 00H,6140
03/3/2019 01H,1684
03/3/2019 02H,1295
03/3/2019 03H,4
03/3/2019 04H,4
03/3/2019 05H,4
03/3/2019 06H,4
03/3/2019 07H,3
03/3/2019 08H,3
03/3/2019 09H,3
03/3/2019 10H,3
03/3/2019 11H,3
03/3/2019 12H,3
03/3/2019 13H,3
03/3/2019 14H,3
03/3/2019 15H,1849
03/3/2019 16H,5866
03/3/2019 17H,6679
03/3/2019 18H,7690
03/3/2019 19H,8567
03/3/2019 20H,8630
03/3/2019 21H,8114
03/3/2019 22H,7701
03/3/2019 23H,6391
03/4/2019 00H,5402
03/4/2019 01H,1647
03/4/2019 02H,61
03/4/2019 03H,26
03/4/2019 04H,6
03/4/2019 05H,6
03/4/2019 06H,6
03/4/2019 07H,6
03/4/2019 08H,6
03/4/2019 09H,6
03/4/2019 10H,6
03/4/2019 11H,6
03/4/2019 12H,6
03/4/2019 13H,6
03/4/2019 14H,6
03/4/2019 15H,1577
03/4/2019 16H,5165
03/4/2019 17H,7683
03/4/2019 18H,8836
03/4/2019 19H,8819
03/4/2019 20H,9716
03/4/2019 21H,9235
03/4/2019 22H,8927
03/4/2019 23H,7472
03/5/2019 00H,5878
03/5/2019 01H,1413
03/5/2019 02H,1037
03/5/2019 03H,10
03/5/2019 04H,6
03/5/2019 05H,6
03/5/2019 06H,6
03/5/2019 07H,6
03/5/2019 08H,6
03/5/2019 09H,6
03/5/2019 10H,6
03/5/2019 11H,6
03/5/2019 12H,6
03/5/2019 13H,6
03/5/2019 14H,6
03/5/2019 15H,1369
03/5/2019 16H,3374
03/5/2019 17H,5484
03/5/2019 18H,6518
03/5/2019 19H,6509
03/5/2019 20H,6225
03/5/2019 21H,6481
03/5/2019 22H,4870
03/5/2019 23H,4742
03/6/2019 00H,2291
03/6/2019 01H,326
03/6/2019 02H,209
03/6/2019 03H,5
03/6/2019 04H,5
03/6/2019 05H,5
03/6/2019 06H,5
03/6/2019 07H,5
03/6/2019 08H,5
03/6/2019 09H,5
03/6/2019 10H,5
03/6/2019 11H,5
03/6/2019 12H,5
03/6/2019 13H,5
03/6/2019 14H,5
03/6/2019 15H,918
03/6/2019 16H,2656
03/6/2019 17H,3830
03/6/2019 18H,5101
03/6/2019 19H,5440
03/6/2019 20H,5416
03/6/2019 21H,6264
03/6/2019 22H,5862
03/6/2019 23H,5229
03/7/2019 00H,4024
03/7/2019 01H,1110
03/7/2019 02H,863
03/7/2019 03H,5
03/7/2019 04H,5
03/7/2019 05H,5
03/7/2019 06H,5
03/7/2019 07H,5
03/7/2019 08H,5
03/7/2019 09H,5
03/7/2019 10H,5
03/7/2019 11H,5
03/7/2019 12H,5
03/7/2019 13H,5
03/7/2019 14H,5
03/7/2019 15H,1987
03/7/2019 16H,6796
03/7/2019 17H,8612
03/7/2019 18H,9051
03/7/2019 19H,9069
03/7/2019 20H,8630
03/7/2019 21H,8190
03/7/2019 22H,7270
03/7/2019 23H,6351
03/8/2019 00H,4349
03/8/2019 01H,1545
03/8/2019 02H,1264
03/8/2019 03H,5
03/8/2019 04H,5
03/8/2019 05H,5
03/8/2019 06H,5
03/8/2019 07H,5
03/8/2019 08H,5
03/8/2019 09H,5
03/8/2019 10H,5
03/8/2019 11H,5
03/8/2019 12H,5
03/8/2019 13H,5
03/8/2019 14H,5
03/8/2019 15H,2584
03/8/2019 16H,7070
03/8/2019 17H,9313
03/8/2019 18H,9641
03/8/2019 19H,9203
03/8/2019 20H,8729
03/8/2019 21H,8794
03/8/2019 22H,9301
03/8/2019 23H,8395
03/9/2019 00H,7125
03/9/2019 01H,2452
03/9/2019 02H,51
03/9/2019 03H,-1
03/9/2019 04H,5
03/9/2019 05H,5
03/9/2019 06H,5
03/9/2019 07H,5
03/9/2019 08H,5
03/9/2019 09H,5
03/9/2019 10H,5
03/9/2019 11H,5
03/9/2019 12H,5
03/9/2019 13H,5
03/9/2019 14H,5
03/9/2019 15H,2860
03/9/2019 16H,7576
03/9/2019 17H,9527
03/9/2019 18H,10147
03/9/2019 19H,9617
03/9/2019 20H,9574
03/9/2019 21H,8711
03/9/2019 22H,7496
03/9/2019 23H,6341
03/10/2019 00H,4272
03/10/2019 01H,1315
03/10/2019 02H,974
03/10/2019 03H,5
03/10/2019 04H,5
03/10/2019 05H,5
03/10/2019 06H,5
03/10/2019 07H,5
03/10/2019 08H,5
03/10/2019 09H,5
03/10/2019 10H,5
03/10/2019 11H,5
03/10/2019 12H,5
03/10/2019 13H,5
03/10/2019 14H,0
03/10/2019 15H,1670
03/10/2019 16H,4680
03/10/2019 17H,6845
03/10/2019 18H,8922
03/10/2019 19H,9554
03/10/2019 20H,8705
03/10/2019 21H,7937
03/10/2019 22H,7415
03/10/2019 23H,5083
03/11/2019 00H,2943
03/11/2019 01H,1205
03/11/2019 02H,870
03/11/2019 03H,10
03/11/2019 04H,6
03/11/2019 05H,6
03/11/2019 06H,6
03/11/2019 07H,6
03/11/2019 08H,6
03/11/2019 09H,6
03/11/2019 10H,6
03/11/2019 11H,6
03/11/2019 12H,6
03/11/2019 13H,6
03/11/2019 14H,10
03/11/2019 15H,2549
03/11/2019 16H,6431
03/11/2019 17H,7838
03/11/2019 18H,8320
03/11/2019 19H,7045
03/11/2019 20H,6488
03/11/2019 21H,5439
03/11/2019 22H,4906
03/11/2019 23H,4366
03/12/2019 00H,3330
03/12/2019 01H,1390
03/12/2019 02H,1177
03/12/2019 03H,6
03/12/2019 04H,6
03/12/2019 05H,6
03/12/2019 06H,6
03/12/2019 07H,6
03/12/2019 08H,6
03/12/2019 09H,6
03/12/2019 10H,6
03/12/2019 11H,6
03/12/2019 12H,6
03/12/2019 13H,6
03/12/2019 14H,10
03/12/2019 15H,1596
03/12/2019 16H,4819
03/12/2019 17H,7339
03/12/2019 18H,8621
03/12/2019 19H,8465
03/12/2019 20H,8392
03/12/2019 21H,8727
03/12/2019 22H,7658
03/12/2019 23H,7807
03/13/2019 00H,6316
03/13/2019 01H,2472
03/13/2019 02H,104
03/13/2019 03H,31
03/13/2019 04H,4
03/13/2019 05H,4
03/13/2019 06H,4
03/13/2019 07H,4
03/13/2019 08H,5
03/13/2019 09H,5
03/13/2019 10H,4
03/13/2019 11H,4
03/13/2019 12H,4
03/13/2019 13H,4
03/13/2019 14H,6
03/13/2019 15H,3127
03/13/2019 16H,8129
03/13/2019 17H,10016
03/13/2019 18H,10399
03/13/2019 19H,9779
03/13/2019 20H,9999
03/13/2019 21H,9875
03/13/2019 22H,9911
03/13/2019 23H,9606
03/14/2019 00H,8027
03/14/2019 01H,3514
03/14/2019 02H,203
03/14/2019 03H,110
03/14/2019 04H,3
03/14/2019 05H,3
03/14/2019 06H,3
03/14/2019 07H,4
03/14/2019 08H,4
03/14/2019 09H,4
03/14/2019 10H,4
03/14/2019 11H,4
03/14/2019 12H,4
03/14/2019 13H,3
03/14/2019 14H,34
03/14/2019 15H,3682
03/14/2019 16H,8615
03/14/2019 17H,10686
03/14/2019 18H,11319
03/14/2019 19H,11401
03/14/2019 20H,11100
03/14/2019 21H,11137
03/14/2019 22H,10463
03/14/2019 23H,10006
03/15/2019 00H,8926
03/15/2019 01H,3572
03/15/2019 02H,172
03/15/2019 03H,30
03/15/2019 04H,30
03/15/2019 05H,30
03/15/2019 06H,4
03/15/2019 07H,4
03/15/2019 08H,4
03/15/2019 09H,4
03/15/2019 10H,4
03/15/2019 11H,4
03/15/2019 12H,4
03/15/2019 13H,4
03/15/2019 14H,35
03/15/2019 15H,3681
03/15/2019 16H,8716
03/15/2019 17H,10601
03/15/2019 18H,11107
03/15/2019 19H,10999
03/15/2019 20H,10746
03/15/2019 21H,10981
03/15/2019 22H,10885
03/15/2019 23H,10144
03/16/2019 00H,7802
03/16/2019 01H,3479
03/16/2019 02H,137
03/16/2019 03H,41
03/16/2019 04H,31
03/16/2019 05H,4
03/16/2019 06H,4
03/16/2019 07H,5
03/16/2019 08H,5
03/16/2019 09H,5
03/16/2019 10H,5
03/16/2019 11H,5
03/16/2019 12H,5
03/16/2019 13H,5
03/16/2019 14H,37
03/16/2019 15H,3813
03/16/2019 16H,9025
03/16/2019 17H,10852
03/16/2019 18H,11309
03/16/2019 19H,11362
03/16/2019 20H,11216
03/16/2019 21H,10949
03/16/2019 22H,10596
03/16/2019 23H,9822
03/17/2019 00H,8523
03/17/2019 01H,3763
03/17/2019 02H,274
03/17/2019 03H,165
03/17/2019 04H,4
03/17/2019 05H,4
03/17/2019 06H,4
03/17/2019 07H,4
03/17/2019 08H,4
03/17/2019 09H,4
03/17/2019 10H,4
03/17/2019 11H,4
03/17/2019 12H,4
03/17/2019 13H,4
03/17/2019 14H,73
03/17/2019 15H,3909
03/17/2019 16H,9230
03/17/2019 17H,10812
03/17/2019 18H,11111
03/17/2019 19H,11063
03/17/2019 20H,10754
03/17/2019 21H,11201
03/17/2019 22H,11398
03/17/2019 23H,10894
03/18/2019 00H,8962
03/18/2019 01H,3579
03/18/2019 02H,275
03/18/2019 03H,142
03/18/2019 04H,96
03/18/2019 05H,96
03/18/2019 06H,0
03/18/2019 07H,4
03/18/2019 08H,4
03/18/2019 09H,4
03/18/2019 10H,4
03/18/2019 11H,4
03/18/2019 12H,3
03/18/2019 13H,3
03/18/2019 14H,80
03/18/2019 15H,3890
03/18/2019 16H,8861
03/18/2019 17H,10928
03/18/2019 18H,11417
03/18/2019 19H,11490
03/18/2019 20H,11419
03/18/2019 21H,11490
03/18/2019 22H,10566
03/18/2019 23H,9837
03/19/2019 00H,8403
03/19/2019 01H,3444
03/19/2019 02H,426
03/19/2019 03H,340
03/19/2019 04H,101
03/19/2019 05H,4
03/19/2019 06H,4
03/19/2019 07H,4
03/19/2019 08H,4
03/19/2019 09H,4
03/19/2019 10H,4
03/19/2019 11H,4
03/19/2019 12H,3
03/19/2019 13H,3
03/19/2019 14H,82
03/19/2019 15H,2772
03/19/2019 16H,6170
03/19/2019 17H,7661
03/19/2019 18H,8243
03/19/2019 19H,9155
03/19/2019 20H,8578
03/19/2019 21H,7776
03/19/2019 22H,6342
03/19/2019 23H,4220
03/20/2019 00H,3831
03/20/2019 01H,1628
03/20/2019 02H,101
03/20/2019 03H,52
03/20/2019 04H,4
03/20/2019 05H,4
03/20/2019 06H,4
03/20/2019 07H,4
03/20/2019 08H,4
03/20/2019 09H,4
03/20/2019 10H,4
03/20/2019 11H,4
03/20/2019 12H,4
03/20/2019 13H,4
03/20/2019 14H,82
03/20/2019 15H,957
03/20/2019 16H,2163
03/20/2019 17H,4199
03/20/2019 18H,6163
03/20/2019 19H,6307
03/20/2019 20H,6235
03/20/2019 21H,5583
03/20/2019 22H,4728
03/20/2019 23H,3950
03/21/2019 00H,3672
03/21/2019 01H,1454
03/21/2019 02H,148
03/21/2019 03H,30
03/21/2019 04H,30
03/21/2019 05H,4
03/21/2019 06H,4
03/21/2019 07H,4
03/21/2019 08H,4
03/21/2019 09H,4
03/21/2019 10H,4
03/21/2019 11H,4
03/21/2019 12H,4
03/21/2019 13H,4
03/21/2019 14H,177
03/21/2019 15H,2669
03/21/2019 16H,5576
03/21/2019 17H,8473
03/21/2019 18H,9659
03/21/2019 19H,9337
03/21/2019 20H,8037
03/21/2019 21H,8542
03/21/2019 22H,8957
03/21/2019 23H,7507
03/22/2019 00H,5842
03/22/2019 01H,2732
03/22/2019 02H,100
03/22/2019 03H,2
03/22/2019 04H,5
03/22/2019 05H,5
03/22/2019 06H,5
03/22/2019 07H,5
03/22/2019 08H,5
03/22/2019 09H,5
03/22/2019 10H,5
03/22/2019 11H,5
03/22/2019 12H,5
03/22/2019 13H,5
